Seller;DataPedido;Pedido;IdSeller;Ciclo;StatusAtendimento;Protocolo;ValorPedido;ValorFrete;Comissao;RepasseLiquido
TRILHA ESPORTE;2024-09-10;97144684301;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;299.9;30.76;62.98;236.92
TRILHA ESPORTE;2024-09-10;97144871601;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;379.9;26.8;79.78;300.12
TRILHA ESPORTE;2024-09-07;97134721701;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;299.9;26;62.98;236.92
TRILHA ESPORTE;2024-09-10;97145588801;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;67.89;104.98;394.92
TRILHA ESPORTE;2024-09-10;97145606801;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;599.9;33.76;125.98;473.92
TRILHA ESPORTE;2024-09-10;97146444401;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;399.9;49.95;83.98;315.92
TRILHA ESPORTE;2024-09-10;97146689001;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;32.76;104.98;394.92
TRILHA ESPORTE;2024-09-10;97146856401;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;50.95;104.98;394.92
TRILHA ESPORTE;2024-09-10;97146944601;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;899.9;36.76;188.98;710.92
TRILHA ESPORTE;2024-09-10;97146978401;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;299.9;26;62.98;236.92
TRILHA ESPORTE;2024-09-10;97147343301;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;22.13;104.98;394.92
TRILHA ESPORTE;2024-09-10;97147367801;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;949.9;72.39;199.48;750.42
TRILHA ESPORTE;2024-09-10;97147958301;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;28;104.98;394.92
TRILHA ESPORTE;2024-09-11;97148504602;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;369.9;31.46;77.68;292.22
TRILHA ESPORTE;2024-09-11;97148719501;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;32.76;104.98;394.92
TRILHA ESPORTE;2024-09-11;97148735101;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;199.9;29.76;41.98;157.92
TRILHA ESPORTE;2024-09-08;97136901401;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;1049.9;33.5;220.48;829.42
TRILHA ESPORTE;2024-09-11;97149575001;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;32.76;104.98;394.92
TRILHA ESPORTE;2024-09-11;97149851601;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;32.76;104.98;394.92
TRILHA ESPORTE;2024-09-11;97149872301;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;549.9;68.39;115.48;434.42
TRILHA ESPORTE;2024-09-11;97149819301;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;199.9;29.76;41.98;157.92
TRILHA ESPORTE;2024-09-11;97150129001;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;699.9;34.76;146.98;552.92
TRILHA ESPORTE;2024-09-08;97137996001;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;299.9;30.76;62.98;236.92
TRILHA ESPORTE;2024-09-11;97150076201;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;999.9;72.89;209.98;789.92
TRILHA ESPORTE;2024-09-11;97150428901;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;238.9;25.39;50.17;188.73
TRILHA ESPORTE;2024-09-11;97150490301;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;32.76;104.98;394.92
TRILHA ESPORTE;2024-09-11;97150653101;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;599.9;29;125.98;473.92
TRILHA ESPORTE;2024-09-11;97150624401;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;22.13;104.98;394.92
TRILHA ESPORTE;2024-09-11;97151030001;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;359.9;31.36;75.58;284.32
TRILHA ESPORTE;2024-09-11;97151013601;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;32.76;104.98;394.92
TRILHA ESPORTE;2024-09-11;97151535801;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;589.9;33.66;123.88;466.02
TRILHA ESPORTE;2024-09-11;97151719401;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;28;104.98;394.92
TRILHA ESPORTE;2024-09-11;97151793401;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;1199.9;29.13;251.98;947.92
TRILHA ESPORTE;2024-09-11;97151605501;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;32.76;104.98;394.92
TRILHA ESPORTE;2024-09-11;97151896801;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;299.9;26;62.98;236.92
TRILHA ESPORTE;2024-09-12;97158540301;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;238.9;30.15;50.17;188.73
TRILHA ESPORTE;2024-09-12;97158579401;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;299.9;48.95;62.98;236.92
TRILHA ESPORTE;2024-09-12;97158712501;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;32.76;104.98;394.92
TRILHA ESPORTE;2024-09-12;97159050004;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;1099.9;38.76;230.98;868.92
TRILHA ESPORTE;2024-09-12;97159224601;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;50.95;104.98;394.92
TRILHA ESPORTE;2024-09-08;97139525101;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;299.9;26;62.98;236.92
TRILHA ESPORTE;2024-09-12;97159340802;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;67.89;104.98;394.92
TRILHA ESPORTE;2024-09-12;97159893401;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;28;104.98;394.92
TRILHA ESPORTE;2024-09-12;97159761901;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;299.9;30.76;62.98;236.92
TRILHA ESPORTE;2024-09-12;97159892001;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;589.9;68.79;123.88;466.02
TRILHA ESPORTE;2024-09-12;97160222201;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;339.9;26.4;71.38;268.52
TRILHA ESPORTE;2024-09-12;97160628802;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;599.9;23.13;125.98;473.92
TRILHA ESPORTE;2024-09-12;97160599401;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;359.9;26.6;75.58;284.32
TRILHA ESPORTE;2024-09-12;97161062101;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;299.9;30.76;62.98;236.92
TRILHA ESPORTE;2024-09-12;97161062701;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;379.9;26.8;79.78;300.12
TRILHA ESPORTE;2024-09-12;97160782601;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;599.9;29;125.98;473.92
TRILHA ESPORTE;2024-09-12;97160937501;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;28;104.98;394.92
TRILHA ESPORTE;2024-09-12;97161329901;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;32.76;104.98;394.92
TRILHA ESPORTE;2024-09-12;97161369601;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;379.9;31.56;79.78;300.12
TRILHA ESPORTE;2024-09-09;97141824501;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;32.76;104.98;394.92
TRILHA ESPORTE;2024-09-13;97162214601;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;339.9;20.53;71.38;268.52
TRILHA ESPORTE;2024-09-13;97162034001;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;67.89;104.98;394.92
TRILHA ESPORTE;2024-09-09;97142849001;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;238.9;25.39;50.17;188.73
TRILHA ESPORTE;2024-09-13;97162628601;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;32.76;104.98;394.92
TRILHA ESPORTE;2024-09-13;97162653902;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;699.9;34.76;146.98;552.92
TRILHA ESPORTE;2024-09-13;97162783301;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;599.9;68.89;125.98;473.92
TRILHA ESPORTE;2024-09-13;97163639801;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;32.76;104.98;394.92
TRILHA ESPORTE;2024-09-13;97164235201;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;549.9;28.5;115.48;434.42
TRILHA ESPORTE;2024-09-13;97164439301;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;199.9;19.13;41.98;157.92
TRILHA ESPORTE;2024-09-13;97164632701;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;238.9;25.39;50.17;188.73
TRILHA ESPORTE;2024-09-13;97164567401;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;599.9;23.13;125.98;473.92
TRILHA ESPORTE;2024-09-10;97146215901;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;599.9;29;125.98;473.92
TRILHA ESPORTE;2024-09-13;97164792702;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;389.9;31.66;81.88;308.02
TRILHA ESPORTE;2024-09-13;97165179501;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;4199.8;74.18;881.96;3317.84
TRILHA ESPORTE;2024-09-14;97166400401;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;22.13;104.98;394.92
TRILHA ESPORTE;2024-09-14;97166493701;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;299.9;26;62.98;236.92
TRILHA ESPORTE;2024-09-10;97147808101;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;159.9;24.6;33.58;126.32
TRILHA ESPORTE;2024-09-14;97166999301;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;299.9;48.95;62.98;236.92
TRILHA ESPORTE;2024-09-14;97167257101;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;299.9;20.13;62.98;236.92
TRILHA ESPORTE;2024-09-14;97167293301;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;67.89;104.98;394.92
TRILHA ESPORTE;2024-09-14;97167169701;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;599.9;33.76;125.98;473.92
TRILHA ESPORTE;2024-09-14;97167609301;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;399.9;27;83.98;315.92
TRILHA ESPORTE;2024-09-14;97167645101;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;28;104.98;394.92
TRILHA ESPORTE;2024-09-14;97167648001;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;299.9;65.89;62.98;236.92
TRILHA ESPORTE;2024-09-14;97168027101;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;67.89;104.98;394.92
TRILHA ESPORTE;2024-09-14;97168071601;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;399.9;31.76;83.98;315.92
TRILHA ESPORTE;2024-09-14;97168327103;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;429.9;27.3;90.28;339.62
TRILHA ESPORTE;2024-09-11;97149850602;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;22.13;104.98;394.92
TRILHA ESPORTE;2024-09-15;97169020201;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;1199.9;39.76;251.98;947.92
TRILHA ESPORTE;2024-09-15;97169262701;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;1099.9;34;230.98;868.92
TRILHA ESPORTE;2024-09-15;97169069801;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;339.9;20.53;71.38;268.52
TRILHA ESPORTE;2024-09-15;97169469001;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;399.9;31.76;83.98;315.92
TRILHA ESPORTE;2024-09-11;97152163301;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;299.9;26;62.98;236.92
TRILHA ESPORTE;2024-09-12;97158621701;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;28;104.98;394.92
TRILHA ESPORTE;2024-09-15;97171322901;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;299.9;30.76;62.98;236.92
TRILHA ESPORTE;2024-09-15;97171468202;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;28;104.98;394.92
TRILHA ESPORTE;2024-09-12;97158926301;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;50.95;104.98;394.92
TRILHA ESPORTE;2024-09-12;97159291701;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;67.89;104.98;394.92
TRILHA ESPORTE;2024-09-15;97172024402;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;32.76;104.98;394.92
TRILHA ESPORTE;2024-09-16;97172826101;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;50.95;104.98;394.92
TRILHA ESPORTE;2024-09-15;97171961303;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;50.95;104.98;394.92
TRILHA ESPORTE;2024-09-12;97160058301;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;1199.9;35;251.98;947.92
TRILHA ESPORTE;2024-09-16;97172679101;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;899.9;32;188.98;710.92
TRILHA ESPORTE;2024-09-16;97173793801;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;349.9;20.63;73.48;276.42
TRILHA ESPORTE;2024-09-16;97173623501;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;629.9;34.06;132.28;497.62
TRILHA ESPORTE;2024-09-16;97174135801;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;28;104.98;394.92
TRILHA ESPORTE;2024-09-16;97174342201;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;449.9;27.5;94.48;355.42
TRILHA ESPORTE;2024-09-16;97174285001;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;1199.9;35;251.98;947.92
TRILHA ESPORTE;2024-09-16;97174177301;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;749.9;70.39;157.48;592.42
TRILHA ESPORTE;2024-09-16;97174886501;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;32.76;104.98;394.92
TRILHA ESPORTE;2024-09-16;97174596501;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;899.9;32;188.98;710.92
TRILHA ESPORTE;2024-09-16;97174773801;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;699.9;30;146.98;552.92
TRILHA ESPORTE;2024-09-16;97175118702;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;299.9;30.76;62.98;236.92
TRILHA ESPORTE;2024-09-16;97175405202;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;299.9;26;62.98;236.92
TRILHA ESPORTE;2024-09-16;97175154701;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;299.9;26;62.98;236.92
TRILHA ESPORTE;2024-09-16;97175475501;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;159.9;18.73;33.58;126.32
TRILHA ESPORTE;2024-09-16;97175978301;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;749.9;24.63;157.48;592.42
TRILHA ESPORTE;2024-09-16;97175895701;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;67.89;104.98;394.92
TRILHA ESPORTE;2024-09-16;97176021101;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;749.9;35.26;157.48;592.42
TRILHA ESPORTE;2024-09-13;97164448701;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;359.9;26.6;75.58;284.32
TRILHA ESPORTE;2024-09-16;97176160003;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;789.9;18.1;165.88;624.02
TRILHA ESPORTE;2024-09-17;97176252801;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;299.9;26;62.98;236.92
TRILHA ESPORTE;2024-09-17;97176870302;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;28;104.98;394.92
TRILHA ESPORTE;2024-09-17;97177203101;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;599.9;33.76;125.98;473.92
TRILHA ESPORTE;2024-09-17;97178215101;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;699.9;34.76;146.98;552.92
TRILHA ESPORTE;2024-09-17;97177297502;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;67.89;104.98;394.92
TRILHA ESPORTE;2024-09-17;97177504801;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;22.13;104.98;394.92
TRILHA ESPORTE;2024-09-17;97177927301;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;599.9;29;125.98;473.92
TRILHA ESPORTE;2024-09-17;97178724501;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;899.9;32;188.98;710.92
TRILHA ESPORTE;2024-09-17;97178563202;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;299.9;26;62.98;236.92
TRILHA ESPORTE;2024-09-17;97179291501;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;299.9;20.13;62.98;236.92
TRILHA ESPORTE;2024-09-14;97167107702;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;299.9;20.13;62.98;236.92
TRILHA ESPORTE;2024-09-17;97178624401;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;299.9;30.76;62.98;236.92
TRILHA ESPORTE;2024-09-17;97179550101;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;32.76;104.98;394.92
TRILHA ESPORTE;2024-09-18;97179738001;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;599.9;29;125.98;473.92
TRILHA ESPORTE;2024-09-18;97179758001;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;22.13;104.98;394.92
TRILHA ESPORTE;2024-09-18;97179853402;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;32.76;104.98;394.92
TRILHA ESPORTE;2024-09-18;97180269701;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;339.9;26.4;71.38;268.52
TRILHA ESPORTE;2024-09-18;97180019001;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;299.9;65.89;62.98;236.92
TRILHA ESPORTE;2024-09-18;97180843901;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;999.9;37.76;209.98;789.92
TRILHA ESPORTE;2024-09-18;97181114301;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;749.9;53.45;157.48;592.42
TRILHA ESPORTE;2024-09-18;97181502601;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;399.9;31.76;83.98;315.92
TRILHA ESPORTE;2024-09-18;97181988202;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;299.9;26;62.98;236.92
TRILHA ESPORTE;2024-09-18;97182206601;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;999.9;55.95;209.98;789.92
TRILHA ESPORTE;2024-09-15;97171555801;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;299.9;30.76;62.98;236.92
TRILHA ESPORTE;2024-09-18;97182164201;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;22.13;104.98;394.92
TRILHA ESPORTE;2024-09-18;97182597001;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;599.9;23.13;125.98;473.92
TRILHA ESPORTE;2024-09-18;97182542301;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;749.9;24.63;157.48;592.42
TRILHA ESPORTE;2024-09-18;97182738201;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;299.9;26;62.98;236.92
TRILHA ESPORTE;2024-09-15;97172184103;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;179.9;18.93;37.78;142.12
TRILHA ESPORTE;2024-09-18;97182662801;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;238.9;19.52;50.17;188.73
TRILHA ESPORTE;2024-09-19;97183329701;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;999.9;37.76;209.98;789.92
TRILHA ESPORTE;2024-09-19;97183476501;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;1199.9;35;251.98;947.92
TRILHA ESPORTE;2024-09-19;97183543501;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;999.9;37.76;209.98;789.92
TRILHA ESPORTE;2024-09-19;97183537101;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;28;104.98;394.92
TRILHA ESPORTE;2024-09-19;97183689801;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;67.89;104.98;394.92
TRILHA ESPORTE;2024-09-19;97184455001;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;599.9;29;125.98;473.92
TRILHA ESPORTE;2024-09-19;97184737401;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;999.9;33;209.98;789.92
TRILHA ESPORTE;2024-09-16;97174859301;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;599.9;33.76;125.98;473.92
TRILHA ESPORTE;2024-09-16;97174995101;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;1399.9;37;293.98;1105.92
TRILHA ESPORTE;2024-09-19;97185464701;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;549.9;28.5;115.48;434.42
TRILHA ESPORTE;2024-09-19;97184839601;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;999.9;37.76;209.98;789.92
TRILHA ESPORTE;2024-09-19;97185135801;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;299.9;65.89;62.98;236.92
TRILHA ESPORTE;2024-09-19;97185679801;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;399.9;21.13;83.98;315.92
TRILHA ESPORTE;2024-09-20;97188190801;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;299.9;30.76;62.98;236.92
TRILHA ESPORTE;2024-09-20;97189110901;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;749.9;30.5;157.48;592.42
TRILHA ESPORTE;2024-09-20;97189388302;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;799.9;70.89;167.98;631.92
TRILHA ESPORTE;2024-09-20;97188753102;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;359.9;31.36;75.58;284.32
TRILHA ESPORTE;2024-09-20;97189193601;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;599.9;29;125.98;473.92
TRILHA ESPORTE;2024-09-20;97189805801;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;999.9;37.76;209.98;789.92
TRILHA ESPORTE;2024-09-17;97178047701;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;549.9;33.26;115.48;434.42
TRILHA ESPORTE;2024-09-18;97180154801;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;299.9;26;62.98;236.92
TRILHA ESPORTE;2024-09-19;97183293201;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;499.9;50.95;104.98;394.92
TRILHA ESPORTE;2024-09-19;97183581701;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;299.9;26;62.98;236.92
TRILHA ESPORTE;2024-09-19;97184850001;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;379.9;26.8;79.78;300.12
TRILHA ESPORTE;2024-09-20;97186743501;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;299.9;26;62.98;236.92
TRILHA ESPORTE;2024-09-20;97189337201;pipecaladosnewanymarket;2024-09-20;Repasse Normal;-;999.9;37.76;209.98;789.92
TRILHA ESPORTE;2024-08-13;97041362601;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-899.90
TRILHA ESPORTE;2024-09-11;97151719401;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-499.90
TRILHA ESPORTE;2024-08-29;97103325101;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-499.90
TRILHA ESPORTE;2024-08-03;96998570002;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-379.90
TRILHA ESPORTE;2024-08-27;97096929901;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-499.90
TRILHA ESPORTE;2024-08-30;97106104301;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-999.90
TRILHA ESPORTE;2024-09-03;97119130701;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-1049.90
TRILHA ESPORTE;2024-08-14;97045581501;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-629.90
TRILHA ESPORTE;2024-08-08;97023210601;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-899.90
TRILHA ESPORTE;2024-09-02;97115203102;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-499.90
TRILHA ESPORTE;2024-08-24;97086968601;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-499.90
TRILHA ESPORTE;2024-08-22;97079863701;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-429.90
TRILHA ESPORTE;2024-07-24;96957328603;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-299.90
TRILHA ESPORTE;2024-08-08;97023890801;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-499.90
TRILHA ESPORTE;2024-08-01;96988690202;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-699.90
TRILHA ESPORTE;2024-08-09;97025042401;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-599.90
TRILHA ESPORTE;2024-08-17;97058918801;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-699.90
TRILHA ESPORTE;2024-08-13;97043727502;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-499.90
TRILHA ESPORTE;2024-08-22;97079520201;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-499.99
TRILHA ESPORTE;2024-07-10;96908716301;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-1199.90
TRILHA ESPORTE;2024-08-04;97001215701;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-1199.90
TRILHA ESPORTE;2024-08-06;97012823701;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-999.90
TRILHA ESPORTE;2024-08-17;97057896901;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-499.90
TRILHA ESPORTE;2024-08-07;97017720002;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-379.90
TRILHA ESPORTE;2024-08-21;97078271902;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-449.90
TRILHA ESPORTE;2024-08-18;97059567103;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-299.90
TRILHA ESPORTE;2024-08-22;97080457202;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-499.99
TRILHA ESPORTE;2024-07-28;96970706101;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-699.90
TRILHA ESPORTE;2024-08-19;97065114901;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-499.99
TRILHA ESPORTE;2024-07-27;96968951701;pipecaladosnewanymarket;2024-09-20;Descontar Hove;-;-;-;-;-159.90
